	comment	comment_date	is_merged	merged_at	request_changes
1969	"I just copy-pasted the phrasing from other properties that have been here for a long time (`SERVER_URI` for instance, but practically every other ES property has a similar phrasing). The example is supposed to make it clear that you can only use `default` and not an index name. But you still have to include `default` because we were expecting to support defining it per index in the future.

I think it's supposed to mirror the phrasing for core Hibernate Search settings, e.g. `org.hibernate.search.cfg.Environment.LOCKING_STRATEGY`:

```
	 * Can be given globally or for specific indexes:
	 * <ul>
	 * <li><code>hibernate.search.default.locking_strategy=simple</code></li>
	 * <li><code>hibernate.search.Books.locking_strategy=org.custom.components.MyLockingFactory</code></li>
	 * </ul>
```

Or `org.hibernate.search.cfg.Environment.INDEX_BASE_PROP_NAME`:

```
	 * Option for setting the base directory for storing Lucene indexes when working with file-system based directories.
	 * To be given globally:
	 * <p>
	 * <code>hibernate.search.default.indexBase=/var/lucene/indexes</code>
```

I replaced the current phasing with something like that, without an example:

```
	 * To be given <b>globally</b> only (i.e. prefixed with {@code hibernate.search.default.}).
	 * <b>Cannot</b> be specified per index (e.g. {@code hibernate.search.myIndex.elasticsearch.username}).
	 * This limitation will be removed in a future version of Hibernate Search.
```

Is it better?"	2017-02-10 08:29:57	1.0	2017-02-13 11:06:40	0
1970	Same answer :)	2017-02-10 08:31:19	1.0	2017-02-13 11:06:40	0
1971	Right, thanks. Fixed.	2017-02-10 08:39:35	1.0	2017-02-13 11:06:40	0
1972	Right, I added a warning.	2017-02-10 09:13:42	1.0	2017-02-13 11:06:40	0
1973	I don't see how an empty-string username would make sense... But ok, I changed that to a null check.	2017-02-10 09:23:45	1.0	2017-02-13 11:06:40	0
1974	Users will get an authentication error if the password is invalid (empty or non-matching). At some point we have to trust the backend...	2017-02-10 09:26:50	1.0	2017-02-13 11:06:40	0
1975	+1	2017-02-10 11:13:04	1.0	2017-02-13 11:06:40	0
1976	My question was meant as a question, not a demand :) 	2017-02-10 11:13:40	1.0	2017-02-13 11:06:40	0
1977	"Ok, sorry. There is no particular check in Jest or the Apache HTTP Client, so I guess an empty string is propagated to ES as is. From my tests, ES rejects empty usernames:

```
$ curl -XGET ':password@localhost:9200/_cat?pretty'
{
  ""error"" : {
    ""root_cause"" : [ {
      ""type"" : ""security_exception"",
      ""reason"" : ""missing authentication token for REST request [/_cat?pretty]"",
      ""header"" : {
        ""WWW-Authenticate"" : ""Basic realm=\""shield\"" charset=\""UTF-8\""""
      }
    } ],
    ""type"" : ""security_exception"",
    ""reason"" : ""missing authentication token for REST request [/_cat?pretty]"",
    ""header"" : {
      ""WWW-Authenticate"" : ""Basic realm=\""shield\"" charset=\""UTF-8\""""
    }
  },
  ""status"" : 401
}
```"	2017-02-10 13:48:19	1.0	2017-02-13 11:06:40	1
1978	It seems there's a conflict. I'll rebase.	2017-02-14 08:00:29	1.0	2017-02-15 14:56:00	1
1979	Rebased on master just now.	2017-02-14 08:13:29	1.0	2017-02-15 14:56:00	0
1980	"Could you add javadoc to the interfaces in the public API?

- org.hibernate.search.elasticsearch.analyzer.definition.ElasticsearchAnalysisComponentDefinitionContext
- org.hibernate.search.elasticsearch.analyzer.definition.ElasticsearchAnalysisDefinitionRegistryBuilder
- org.hibernate.search.elasticsearch.analyzer.definition.ElasticsearchAnalyzerDefinitionContext
- org.hibernate.search.elasticsearch.analyzer.definition.ElasticsearchAnalyzerDefinitionWithTokenizerContext
- org.hibernate.search.elasticsearch.analyzer.definition.ElasticsearchTypedAnalysisComponentDefinitionContext"	2017-02-14 10:40:57	1.0	2017-02-15 14:56:00	1
1981	"great! merged.

I did two last changes:
 - marked the new DSL as experimental, so we can change it in the next minor with more flexibility.
 - changed the JIRA description as the text implied we'd introduce a `Service` (literally) but it's not one."	2017-02-15 14:58:29	1.0	2017-02-15 14:56:00	0
1982	"I'm ok to change this, but TBH I always thought it was weird that you would create `LOG` instances... traditionally we've always just called them `log`, as it's not really a constant (it's a mutable object).

No reason to amend the PR of course."	2017-02-13 23:40:40	1.0	2017-02-15 14:56:00	0
1983	"True, we could consider that loggers are output streams, and as such they can be considered ""mutable"" as `System.out` for instance.
I've always followed the rule ""static final => capital case"", but there's no real reason beyond consistency. And it seems I was wrong in thinking ""LOG"" is more common: we have 163 occurrences of ""static final Log log"" vs. 72 occurrences of ""static final Log LOG"".
Maybe I should try and rename all those loggers to ""log""... one day... In the meantime, I'll remember to name them ""log""."	2017-02-14 08:09:44	1.0	2017-02-15 14:56:00	0
1984	FYI, we're renaming them to `LOG` in HV.	2017-02-14 08:26:28	1.0	2017-02-15 14:56:00	0
1985	"I have no strong opinion, for the sake of sharing my view:

- the new LOG ones are the ones you created, I simply didn't complain before but they looked odd ;-)
- I definitely prefer smaller PRs when possible, as my main problem is not to find 3 hours to review PRs, but to find 3 contiguous uninterrupted hours."	2017-02-14 09:50:09	1.0	2017-02-15 14:56:00	0
1986	why not using `boolean` (lowercase) ?	2017-02-14 10:41:45	1.0	2017-02-15 14:56:00	1
1987	I was wondering why the String parameter has a vararg option, and the others don't. I guess you have a specific analyzer need example in mind?	2017-02-14 10:43:12	1.0	2017-02-15 14:56:00	1
1988	could you use `ClassLoaderHelper.instanceFromName` instead ? It would provide more sanity checks and errors consistent with other services.	2017-02-14 10:50:22	1.0	2017-02-15 14:56:00	1
1989	"""if your"" seems a typo. ""If you"" ?"	2017-02-14 11:05:37	1.0	2017-02-15 14:56:00	1
1990	same typo	2017-02-14 11:05:45	1.0	2017-02-15 14:56:00	1
1991	same typo	2017-02-14 11:05:55	1.0	2017-02-15 14:56:00	1
1992	same here. Could you use `ClassLoaderHelper.instanceFromName` instead?	2017-02-14 11:19:22	1.0	2017-02-15 14:56:00	1
1993	"- you need a space just before `set to value`.
- maybe better to quote the Environment.ANALYZER_DEFINITION_PROVIDER with single quotes?
- I'd not request ""must not throw any exception"", seems redundant. Also a bit scary.. will the data center blow up if an OOM happens in there?
- optional alternative: may be more useful to remind that a public, no-argument constructor is expected."	2017-02-14 11:24:06	1.0	2017-02-15 14:56:00	1
1994	"`ReflectionHelper.createInstance` below allows the use of factory classes with the `@Factory` annotation. It seems useful in this particular case, but it won't work well with `ClassLoaderHelper.instanceFromName`.
Did you mean I should drop the `@Factory` support entirely?"	2017-02-14 11:39:21	1.0	2017-02-15 14:56:00	0
1995	"interesting idea, I wasn't thinking of `@Factory`. The checks I was thinking of are the ones provided by 

- org.hibernate.search.util.impl.ClassLoaderHelper.verifySuperTypeCompatibility(Class<T>, Object, Class<?>, String)
- org.hibernate.search.util.impl.ClassLoaderHelper.checkHasNoArgConstructor(Class<?>, String)
- org.hibernate.search.util.impl.ClassLoaderHelper.checkClassType(Class<?>, String)

I guess you can leave the `@Factory`, it looks good to have it. We probably should unify the two approaches in a follow-up improvement.
"	2017-02-14 11:47:32	1.0	2017-02-15 14:56:00	1
1996	Yes, there are some analyzer types that have string array parameters. I didn't see any with number or boolean arrays, though. But you're right, we may as well avoid bad surprises: I'll add a vararg version for other parameter types.	2017-02-14 12:57:36	1.0	2017-02-15 14:56:00	0
1997	No particular reason. Fixed.	2017-02-14 12:58:07	1.0	2017-02-15 14:56:00	0
1998	Fixed.	2017-02-14 12:59:50	1.0	2017-02-15 14:56:00	0
1999	Fixed.	2017-02-14 12:59:55	1.0	2017-02-15 14:56:00	0
2000	Fixed.	2017-02-14 12:59:59	1.0	2017-02-15 14:56:00	0
2001	"Fixed. I also fixed the similar message for Elasticsearch.
New version:

```
	@Message(id = 329, value = ""Property '"" + Environment.ANALYZER_DEFINITION_PROVIDER + ""' set to value '%1$s' is invalid.""
			+ "" The value must be the fully-qualified name of a class with a public, no-arg constructor in your classpath.""
			+ "" Also, the class must either implement LuceneAnalyzerDefinitionProvider or expose a public,""
			+ "" @Factory-annotated method returning a LuceneAnalyzerDefinitionProvider."")
```"	2017-02-14 13:11:33	1.0	2017-02-15 14:56:00	0
2002	"It looks like - if I'm interpreting this right - that you expect the annotations to override the configuration.
Could you explain the rationale?"	2017-02-15 11:39:59	1.0	2017-02-15 14:56:00	1
2003	"BTW the comment on line 80 mentioned ""fetched from the integrator"" so that's not consistent."	2017-02-15 11:59:33	1.0	2017-02-15 14:56:00	1
2004	(same question applies to the override() test in LuceneAnalyzerDefinitionProviderTest)	2017-02-15 12:00:03	1.0	2017-02-15 14:56:00	0
2005	"About the comment: the code actually fetches the analyzer reference from the integrator, so technically the comment is correct. The integrator is not the analyzer provider. Maybe you have a better wording in mind?

The rationale behind override is you mentioned (initially) that we could have a ""default"" provider that would add some common analyzers. If we don't make `@AnalyzerDef` override definitions from the provider, on existing applications the introduction of those default definitions might change analyzer definitions without the users knowing about it. For instance if we introduce a definition for ""standard"" and the user already has an `@AnalyzerDef` named ""standard"".

The other solution would be to forbid analyzer overrides completely (throw an exception), but then again that would mean breaking compatibility with existing code if we have default analyzer definitions.
Also, I suspect we'll need to support overrides at some point, especially when we'll handle index-scoped analyzer providers."	2017-02-15 12:50:37	1.0	2017-02-15 14:56:00	1
2006	test this please	2017-02-07 09:58:26	1.0	2017-02-07 11:08:43	1
2007	"> test this please

nevermind, this had been triggered normally."	2017-02-07 09:59:02	1.0	2017-02-07 11:08:43	1
2008	"Are we absolutely sure that this class won't change or (more importantly) get repackaged somewhere else before ORM 6.0? Just asking because of what happened in ORM 5.2...

It would be a shame that some previous version of Search ends up non-compatible with a new (possibly micro) version of ORM just because we wanted to get rid of a warning..."	2017-02-07 09:11:10	1.0	2017-02-07 11:08:43	0
2009	"no we're not absolutely sure, but this class has been there for ~10 years.

As soon as the 5.7 final is out we'll set up CI jobs, to discuss with the ORM team any breaking changes.

Getting rid of the warning is quite important, both from performance and user confusion perspective, and I couldn't find a better solution.

One alternative would be to patch ORM to introduce an explicit SPI level contract for this, but then you'd need to bump the requirement to > 5.2.8 ... I prefer this solution."	2017-02-07 09:42:05	1.0	2017-02-07 11:08:43	0
2010	Ok then, merging. Thanks!	2017-02-07 11:09:05	1.0	2017-02-07 11:08:43	0
2011	Jenkins, test this please	2017-02-07 08:53:13	1.0	2017-02-07 11:04:28	0
2012	"> I suppose you created this ticket following performance testing in Infinispan?

I have been busy with performance testing, but actually not (yet) with Infinispan..

It's actually amazing what a difference this small change makes: we have a flaw in our container based performance tests, which triggers an occasional deadlock in H2 when we're ""too fast"". After this change, that test fails much more frequently (from ""almost never"" to ""almost all the time"" .. on my pc at least)."	2017-02-07 09:44:54	1.0	2017-02-07 11:04:28	0
2013	"> I have been busy with performance testing, but actually not (yet) with Infinispan..

So you used the existing performance testing project from our own code? Great :)

> After this change, that test fails much more frequently (from ""almost never"" to ""almost all the time"" .. on my pc at least).

I suppose there's no way to fix this? Maybe upgrade H2? It would be a shame if, after merging this PR, our CI became useless because it would always fail..."	2017-02-07 09:53:17	1.0	2017-02-07 11:04:28	1
2014	"> I suppose there's no way to fix this? Maybe upgrade H2? It would be a shame if, after merging this PR, our CI became useless because it would always fail...

Yes, let's keep an eye on this.. I hope not as CI is quite slow. let's not upgrade it! :D More seriously, yes fixing the test is on my watchlist..

> So you used the existing performance testing project from our own code? Great :)

I have some more perf tests as well, being developed. Will need to tidy them up eventually and share, it's currently a mess of experiments and various branches trying different things, e.g. different combinations of dependencies.

Moving ahead we'd want to have nightly performance regression reports built by CI.
"	2017-02-07 09:57:19	1.0	2017-02-07 11:04:28	0
2015	"Merged, thanks!

We'll see how well the CI behaves and prioritize this H2 locking bug accordingly."	2017-02-07 11:05:32	1.0	2017-02-07 11:04:28	0
2016	Jenkins, test this please	2017-02-07 08:48:53	1.0	2017-02-07 11:04:28	0
2017	Merged, thanks!	2017-02-07 11:05:37	1.0	2017-02-07 11:04:28	0
2018	I pushed an improvement.	2017-02-03 17:01:33	1.0	2017-02-06 12:26:58	0
2019	"> Here's an error I noticed while reading through the changes.

From now on, you shall be remembered as ""eagle eye Yoann"" :+1: "	2017-02-03 21:59:32	1.0	2017-02-06 12:26:58	0
2020	"I noticed as well, but came to the same conclusions. `TikaBridge` has also an uncertain future IMO: I like the functionality it provides but it brings too many dependencies; I'd like to use it as an example of how we might be able to tightly integrate with ""advanced bridges"", including possibly having their own annotations, yet have these live in a separate module so that we can isolate the dependencies properly. This might be a strong requirement for producing Jigsaw modules..

In short, I'd not see the benefit on opening new tickets for now."	2017-02-06 11:31:46	1.0	2017-02-06 12:26:58	1
2021	"Merged! Thanks.
And ok to look at TikaBridge again for HSearch 6.0."	2017-02-06 12:27:45	1.0	2017-02-06 12:26:58	0
2022	There's an extra comma here.	2017-02-03 17:13:35	1.0	2017-02-06 12:26:58	0
2023	thanks, fixed!	2017-02-03 21:58:01	1.0	2017-02-06 12:26:58	0
2024	"@Sanne If understand correctly, we were trying to detect failures over a loopback interface?
If so, then yes, this is probably a bit too much for tests.
Merged, thanks!"	2017-02-03 14:51:54	1.0	2017-02-03 14:51:34	0
2025	"yes that's right. Even worse, it was using the ""actual"" network interface for that, while we are using the LOOPBACK protocol which is just a static hashmap to avoid trouble with setting up the network interfaces correctly for it.. "	2017-02-03 17:04:59	1.0	2017-02-03 14:51:34	0
2026	"Looks nice, and +1 to backport: I see no significant risk.

Minor question: why did you opt for `org.hibernate.search.elasticsearch.impl.JestAPIFormatter` to be a Service?

(I couldn't test & build it yet, still figuring out what's wrong with my machine..)"	2017-02-02 11:46:16	1.0	2017-02-02 13:35:16	0
2027	"> Minor question: why did you opt for org.hibernate.search.elasticsearch.impl.JestAPIFormatter to be a Service?

Because it needs access to `GsonService`. I guess I could have made it a constructor parameter, but users would still have had to request/release an instance of `GsonService` (instead of `JestAPIFormatter` right now), so it wouldn't have been simpler in the end."	2017-02-02 12:33:10	1.0	2017-02-02 13:35:16	0
2028	merged on master and 5.6	2017-02-02 14:12:47	1.0	2017-02-02 13:35:16	0
2029	s/FOUNT/FOUND/	2017-02-02 10:22:27	1.0	2017-02-02 13:35:16	0
2030	No need for the `super()` here.	2017-02-02 10:22:55	1.0	2017-02-02 13:35:16	1
2031	Fixed.	2017-02-02 11:10:16	1.0	2017-02-02 13:35:16	0
2032	I'll remove it, but I seriously don't know what's the problem with this.	2017-02-02 11:10:25	1.0	2017-02-02 13:35:16	0
2033	backported as well.	2017-02-02 14:13:30	1.0	2017-02-01 21:49:00	0
2034	@anistor this is looking good to me. Do you want to try it out on Infinispan to see how it works in practice?	2017-02-03 11:30:33	0.0		0
2035	I'm trying it out now. Might now have results until later today (as we have long planning meeting today).	2017-02-03 14:44:57	0.0		0
2036	@anistor Any news on this?	2017-02-08 13:43:12	0.0		0
2037	Doesn't seem very dangerous; I'll merge it, so we can keep working with minimal conflicts. @anistor will be able to open bugs as needed.	2017-02-09 19:30:32	0.0		0
2038	Actually it seems some plugin upgrades are required to support Java 8 code. Investigating.	2017-01-31 17:57:35	0.0		0
2039	"@Sanne It works, at last... Here's a proof, a build based on this PR that also adds some lambdas: https://travis-ci.org/yrodiere/hibernate-search/builds/197313903

Please note that I also had to fix HSEARCH-2571, which involves many maven plugin upgrades. I didn't test the release scripts. I'm not sure whether it's possible to run those in an isolated environment... ?"	2017-02-01 15:00:02	0.0		0
2040	TODO: when this will be merged, see https://github.com/yrodiere/hibernate-search/commit/a62a9e2e31edbb31f83ee3b893afb43b19659c42#commitcomment-20699212	2017-02-01 16:50:10	0.0		0
2041	"interesting, building this branch crashes my JVM.. good luck debugging that :D

```

 A fatal error has been detected by the Java Runtime Environment:

  SIGSEGV (0xb) at pc=0x00007f216dd86b84, pid=32512, tid=0x00007f216eaf7700

 JRE version: OpenJDK Runtime Environment (8.0_92-b14) (build 1.8.0_92-b14)
 Java VM: OpenJDK 64-Bit Server VM (25.92-b14 mixed mode linux-amd64 compressed oops)
 Problematic frame:
 C  [libc.so.6+0x90b84]  __memcpy_sse2_unaligned_erms+0x1a4

 Core dump written. Default location: /home/sanne/workspaces/hibernate/hibernate-search-root/core or core.32512

 An error report file with more information is saved as:
 /home/sanne/workspaces/hibernate/hibernate-search-root/hs_err_pid32512.log

```"	2017-02-01 20:32:56	0.0		1
2042	"regarding the release scripts: yes I'm quite sure something will break there, but since we plan to release a CR and have no strict deadline we can cross fingers.
I think we can in theory test the process, by having Jenkins not push to the repository its changes (nor tags), and then delete the directory from sourceforge. Not sure about the documentation.

I'd say let's just cross fingers."	2017-02-01 20:35:57	0.0		1
2043	"@Sanne It doesn't crash mine... I'm using a slightly more recent version of the JDK, though (u101). The newest is u121, by the way.
I'm trying u92 right now. Could you please try the most recent JDK, and if it still fails provide the error report file? Thanks."	2017-02-02 09:09:33	0.0		0
2044	@Sanne Works for me even with 1.8.0_92-b14 with the exact same architecture... Are you able to reproduce it consistently?	2017-02-02 09:19:11	0.0		0
2045	"""almost consistently"": approximately 50% chance it triggered, last night on my workstation.. Switching hardware now to rule out deeper issues.. not that I have much choice, I need to be in the office today, so laptop it is."	2017-02-02 11:55:48	0.0		0
2046	Ok, I'm running the build on 1.8.0_92-b14 in a loop. I'll keep you updated.	2017-02-02 12:39:12	0.0		0
2047	"whoa, same failure on the laptop. That starts to look like unlikely to be related to hardware issues..

```
#
# A fatal error has been detected by the Java Runtime Environment:
#
#  SIGSEGV (0xb) at pc=0x00007f6d7728b711, pid=11965, tid=0x00007f6d77f42700
#
# JRE version: OpenJDK Runtime Environment (8.0_92-b14) (build 1.8.0_92-b14)
# Java VM: OpenJDK 64-Bit Server VM (25.92-b14 mixed mode linux-amd64 compressed oops)
# Problematic frame:
# C  [libc.so.6+0x14f711]  __memmove_avx_unaligned_erms+0x211
#
# Failed to write core dump. Core dumps have been disabled. To enable core dumping, try ""ulimit -c unlimited"" before starting Java again
#
# An error report file with more information is saved as:
# /home/sanne/workspaces/hibernate/hibernate-search-root/hs_err_pid11965.log

```"	2017-02-02 14:16:46	0.0		1
2048	"> whoa, same failure on the laptop.

Still nothing on mine :/
Nothing of interest in `/home/sanne/workspaces/hibernate/hibernate-search-root/hs_err_pid11965.log`?
"	2017-02-02 14:22:37	0.0		0
2049	merged, thanks!	2017-02-02 16:00:52	0.0		0
2050	"What is the value in ""not checking"" at all - even not for index existance?

It's not that Hibernate ORM can start when there's no database.."	2017-01-31 16:47:02	1.0	2017-01-31 16:58:09	0
2051	"> What is the value in ""not checking"" at all - even not for index existance?

The only use case I see is mentioned in the ticket: a user wanting to create the index himself, but after HS started. Strange, but then I guess using `NONE` is also quite strange to begin with...

> It's not that Hibernate ORM can start when there's no database..

True, but that's not particularly because of HBM2DDL. So if we want to mirror that behavior, we shouldn't try to check the index existence inside our strategy."	2017-01-31 17:49:14	1.0	2017-01-31 16:58:09	0
2052	ok, yes I had merged it after reading Alex Laptseu's comments, but .. I agree it's strange.	2017-01-31 18:04:22	1.0	2017-01-31 16:58:09	0
2053	"To be discussed. The main argument against this change, in my opinion, is that we already released those artifacts in version 5.7.0.x, for instance 5.7.0.CR1.
But, really, why would someone depend on these artifacts?"	2017-01-30 16:58:58	0.0		0
2054	"These modules already have the ""skip deploy"" property enabled. Did you find them in the Maven central repositories?"	2017-01-30 17:30:08	0.0		0
2055	"You're right... I saw [this folder](http://repo1.maven.org/maven2/org/hibernate/hibernate-search-integrationtest-osgi/) and failed to check inside, but this is actually only a remnant of some alpha releases.
Sorry about that, closing."	2017-01-30 17:59:52	0.0		0
2056	"I tried it locally: works fine and looks great :+1: 

Looking forward to be able to merge it."	2017-01-31 17:40:04	0.0		0
2057	@Sanne it's ready for review!	2017-02-07 19:53:23	0.0		0
2058	looks great! One doubt, I didn't double-check.. is the output going to be in the same location, especially for e.g. the release scripts to upload them still correctly?	2017-02-09 16:57:54	0.0		0
2059	merged, thanks!	2017-02-09 17:17:27	0.0		0
2060	@Sanne yes, everything is already taken care of, in the assembly and in the release scripts. We already did one release of HV with the new documentation.	2017-02-09 17:47:51	0.0		0
2061	It's so secondary I feel bad to mention it, but the other property names below have a hyphen before the `dir` keyword, so maybe this should be `base-output-dir`?	2017-02-09 12:32:02	0.0		1
2062	Also, about the value of this property, didn't you say you were going to remove the `/en-US` part in because we don't translate the doc anyway? For consistency?	2017-02-09 12:47:47	0.0		1
2063	"Yeah, it's mostly because I don't want to change the hierarchy on the website and the stable URL of the documentations.

I fixed the dir issue (and a small other one I didn't notice before) and force pushed an update."	2017-02-09 14:13:22	0.0		0
2064	merged, in 5.7 exclusively.	2017-01-26 19:03:57	0.0		0
2065	thanks! merged	2017-01-26 19:17:28	0.0		0
2066	Caution: we'll have to merge this into 5.7, too.	2017-01-25 14:23:36	1.0	2017-01-25 14:43:43	0
2067	merged on both. Thanks!	2017-01-25 14:44:32	1.0	2017-01-25 14:43:43	0
2068	Jenkins, test this please	2017-01-20 20:23:54	0.0		0
2069	merged, thanks! Just added two trivial commits	2017-01-22 00:22:13	0.0		0
2070	"there's a short version for that:

    Boolean.getBoolean( ""org.hibernate.search.fail_on_unreleased_service"" );"	2017-01-20 23:16:43	0.0		0
2071	"the wrapper needs to be synchronized here, like the original method which you're inlining now.
Failing to do so might expose you to a service instance to increment its usage counter during this stop operation for a legitimate usage, and yet throw the exception (or log the warning).

It's extremely unlikely as we'd be shutting down anyway.. but it's in theory possible if e.g. a service is needed to perform a clean teardown.
I'll fix that."	2017-01-21 23:46:24	0.0		1
2072	Nice! Merged.	2017-01-20 16:37:32	1.0	2017-01-20 16:37:27	0
2073	"@Sanne By the way, the ticket states ""When doing this, consider removing the workaround for issue HHH-11309: we added ByteBuddy to the OSGi dependencies in the features file as it was not listed optional."".
Did you decide against removing the workaround?"	2017-01-20 16:40:10	1.0	2017-01-20 16:37:27	0
2074	"right, I decided to not remove that. Sorry should have commented.

By keeping bytebuddy people can choose if they want to use it ;)"	2017-01-20 16:43:06	1.0	2017-01-20 16:37:27	0
2075	"> we used to allow an @IndexedEmbedded on a property b of type B to include paths that were not included in type B. See the test for an example.
I think this should be forbidden, mainly because it feels like a violation of encapsulation to me, but also because the current behavior of @ContainedIn will not work well with such setups.

That's a very interesting point. From one side, I agree with you that this shouldn't happen. On the other, I can see how someone needing to ""fine tune"" things might want to do that, so if we ""fix"" it by not doing it, we might need to introduce a specific feature for such a mapping.

You guessed right I don't think we should merge the second change at this stage; could you split that in its own issue, so then we can decide if it's material for 6?"	2017-01-17 22:32:43	0.0		1
2076	"I guess the culprit is to clarify if `@IndexedEmbedded(includePaths)` is a _narrowing_ filter, or indicative.

When creating it I strictly had the _narrowing_ idea in mind, but I can see how the _include_ Paths terminology might have misled some people. For what it's worth, I realize this feature has been around for some time but I still feel like it's ""bolted on"" as we never revisited it from the first POC.. it's been a long time that I want to rethink the whole DocumentBuilder process from scratch."	2017-01-17 22:41:04	0.0		0
2077	"I've merged the first two commits, which resolve the ticket. 

@yrodiere don't throw the useful work of the other two commits away :)"	2017-01-17 23:28:10	0.0		0
2078	"This could be:

    return pathsEncounteredState.containsKey( path );"	2017-01-17 22:47:14	0.0		0
2079	contains commits from September & October last year :-/	2017-01-13 15:38:08	1.0	2017-01-16 17:32:37	0
2080	"@yrodiere thanks for the review. I addressed your remarks and added one more commit to solve 

 - https://hibernate.atlassian.net/browse/HSEARCH-2551"	2017-01-16 12:56:25	1.0	2017-01-16 17:32:37	0
2081	Merged. Thanks!	2017-01-16 17:33:06	1.0	2017-01-16 17:32:37	0
2082	"Wouldn't it be simpler to use `FullTextQuery<R>` here? (and in the next diff)
It would have the advantage of making `FullTextQueryImpl` also compatible with Hibernate ORM 5.2.3 and lower, but I guess it's irrelevant because we have to introduce incompatibilities in other places (`FullTextSharedSessionBuilderDelegator.java` in particular)."	2017-01-16 10:26:01	1.0	2017-01-16 17:32:37	1
2083	"So I reckon this is not the solution you found when discussing the issue with the ORM team?
I solved the issue a bit differently when I worked on the upgrade (without knowing you already were working on it): https://github.com/yrodiere/hibernate-search/commit/440297be4ea9e206f906e6f2bd2e417a6d211a21 ([the build passes on Travis](https://travis-ci.org/yrodiere/hibernate-search/builds/192311735)).
Not sure it's good enough, but at least it wouldn't require copying a Hibernate ORM file."	2017-01-16 10:34:42	1.0	2017-01-16 17:32:37	0
2084	"Judging from the code in `org.hibernate.internal.SessionFactoryImpl.buildCurrentSessionContext()`, the value ""jta"" would achieve the same effect while being a bit more future-proof (since `JTASessionContext` is an internal class).
Or is there a particular reason to reference the class explicitly?"	2017-01-16 10:43:02	1.0	2017-01-16 17:32:37	1
2085	The commit message seems to be missing a word; maybe it's `HHH-11394`?	2017-01-16 10:47:13	1.0	2017-01-16 17:32:37	0
2086	"By the way, shouldn't all commits containing fixes related to the ORM version bump be squashed into a single commit including both the version bump and the fixes?

I understood you wanted to always add tests after the fix so as not to confuse `git bisect`. Following the same reasoning, having separate commits here could also lead to test failures when running `git bisect`... Or is it alright in this case?
"	2017-01-16 10:49:54	1.0	2017-01-16 17:32:37	0
2087	"I agreed with Steve that we should move the `DdlTransactionIsolatorTestingImpl.java` file to ORM testing utilities, so we'll be able to depend on it. Not least, it means they'll fix the file in case there's need for further changes ;)

So I prefer to use a plain copy of their class, to that now I know which class exactly I need to move."	2017-01-16 11:22:28	1.0	2017-01-16 17:32:37	1
2088	"Why would that be simpler?

I didn't put a great deal of thought here, as both alternatives are deprecated, and we don't even implement it ;)"	2017-01-16 11:26:43	1.0	2017-01-16 17:32:37	0
2089	"> Or is there a particular reason to reference the class explicitly?

Yes, me not knowing about the `jta` configuration option ;-)

Thanks, I'll change it."	2017-01-16 11:31:46	1.0	2017-01-16 17:32:37	0
2090	right, thanks!	2017-01-16 11:43:56	1.0	2017-01-16 17:32:37	0
2091	"I didn't mean it as a strict rule, more like something to keep in mind.

New rule:
 - there never are strict rules.

I typically see value in keeping `git bisect` working fine; this is more valuable in maintenance branches as the likelyhood for it to be broken anyway during a large feature sprint is high.

There's also value in keeping changes indipendent. In this case I felt keeping each step of the ORM upgrade independent was making it clearer both for you to review, and for future reference.

If you feel strongly about it I can squash them all; what do you prefer?"	2017-01-16 11:47:42	1.0	2017-01-16 17:32:37	0
2092	"It would be simpler because `FullTextQuery` is what we want to implement in this file, while `org.hibernate.query.Query` is something we happen to inherit from indirectly. And that has the same name as another class we already reference in the same file.

Anyway, it's no important enough to argue about it... Let's keep it that way."	2017-01-16 12:19:52	1.0	2017-01-16 17:32:37	0
2093	I don't mind either solution. I just thought you may have overlooked this potential issue with `git bisect`, but obviously you haven't. So let's keep it that way :)	2017-01-16 12:23:19	1.0	2017-01-16 17:32:37	0
2094	"It seems this import was being used in the javadocs, and the build now fails.
See lines 153 and 159."	2017-01-16 13:34:49	1.0	2017-01-16 17:32:37	1
2095	"It's a small detail really, but since there's already an issue with this commit: `QueryImplementor` already extends `org.hibernate.query.Query` (and `org.hibernate.Query`, indirectly), so we could remove the explicit ` extends org.hibernate.query.Query<R>`. What do you think?
"	2017-01-16 13:36:10	1.0	2017-01-16 17:32:37	1
2096	damn :) I really need to figure out why such things don't fail to me locally.	2017-01-16 15:07:23	1.0	2017-01-16 17:32:37	0
2097	Interesting, I'm going to try that as it looks promising. FYI this wasn't possible in earlier versions of ORM 5.2.x, but those SPIs evolved a bit also based on our earlier attempts to migrate Search..	2017-01-16 15:17:41	1.0	2017-01-16 17:32:37	0
2098	"@Sanne @gsmet Thanks for the reviews. I think I addressed your concerns, is it ok to merge as is?

The additional comment is there: https://github.com/hibernate/hibernate-search/pull/1285/files#diff-0a572dae381a036d0fc969a5b45a2ac7R1043"	2017-01-13 10:52:28	1.0	2017-01-13 17:43:18	0
2099	@yrodiere +1	2017-01-13 11:23:40	1.0	2017-01-13 17:43:18	0
2100	Jenkins, retest this please	2017-01-13 12:43:36	1.0	2017-01-13 17:43:18	0
2101	Jenkins, retest this please	2017-01-13 14:22:14	1.0	2017-01-13 17:43:18	0
2102	Totally unrelated but couldn't we factorize this somehow? I mean a method taking the classes as parameters you directly call in your `@After`.	2017-01-13 10:24:09	1.0	2017-01-13 17:43:18	1
